Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
whats the current phase of the moon as a emoji,61,61,70,0,0.00,https://emojidb.org/todays-current-moon-phase-emojis,0,0,0.00,0.33,129,"100, 65, 42, 53, 7, 7, 7, 7, 7, 7, 7, 7",2026-06-02,"Video, People also ask, Related searches, AI overview",informational,Organic
whats the current phase of the moon as a emoji,79,79,70,0,0.00,https://emojidb.org/current-moon-phase-emojis,0,0,0.00,0.33,129,"100, 65, 42, 53, 7, 7, 7, 7, 7, 7, 7, 7",2026-06-02,"Video, People also ask, Related searches, AI overview",informational,Organic
whats the current phase of the moon as a emoji,87,87,70,0,0.00,https://emojidb.org/moon-phases-emojis,0,0,0.00,0.33,129,"100, 65, 42, 53, 7, 7, 7, 7, 7, 7, 7, 7",2026-06-02,"Video, People also ask, Related searches, AI overview",informational,Organic
whats the current phase of the moon as a emoji,96,96,70,0,0.00,https://emojidb.org/current-phase-of-moon-emojis,0,0,0.00,0.33,129,"100, 65, 42, 53, 7, 7, 7, 7, 7, 7, 7, 7",2026-06-02,"Video, People also ask, Related searches, AI overview",informational,Organic
my favorite people call me mimi,72,72,40,0,0.43,https://emojidb.org/mimi-emojis,0,0,0.00,1,233,"6, 34, 6, 6, 6, 6, 6, 6, 43, 6, 6, 6",2026-06-09,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, Ads middle","informational, transactional",Organic
gothic symbols copy paste,2,2,210,0,0.00,https://emojidb.org/goth-emojis,27,0,0.00,0,103,"35, 35, 22, 22, 54, 35, 22, 66, 18, 100, 66, 81",2026-05-09,"Image pack, Image, Related searches",informational,Organic
gothic symbols copy paste,15,15,210,0,0.00,https://emojidb.org/gothic-emojis,0,0,0.00,0,103,"35, 35, 22, 22, 54, 35, 22, 66, 18, 100, 66, 81",2026-05-09,"Image pack, Image, Related searches",informational,Organic
gothic symbols copy paste,19,19,210,0,0.00,https://emojidb.org/gothic-emojis,0,0,0.00,0,103,"35, 35, 22, 22, 54, 35, 22, 66, 18, 100, 66, 81",2026-05-09,"Image pack, Image, Related searches",informational,Organic
gothic symbols copy paste,40,40,210,0,0.00,https://emojidb.org/southern-gothic-aesthetic-emojis,0,0,0.00,0,103,"35, 35, 22, 22, 54, 35, 22, 66, 18, 100, 66, 81",2026-05-09,"Image pack, Image, Related searches",informational,Organic
gothic symbols copy paste,58,58,210,0,0.00,https://emojidb.org/pastel-goth-emojis,0,0,0.00,0,103,"35, 35, 22, 22, 54, 35, 22, 66, 18, 100, 66, 81",2026-05-09,"Image pack, Image, Related searches",informational,Organic
gothic symbols copy paste,61,61,210,0,0.00,https://emojidb.org/goth-border-emojis,0,0,0.00,0,103,"35, 35, 22, 22, 54, 35, 22, 66, 18, 100, 66, 81",2026-05-09,"Image pack, Image, Related searches",informational,Organic
gothic symbols copy paste,62,62,210,0,0.00,https://emojidb.org/southern-gothic-emojis,0,0,0.00,0,103,"35, 35, 22, 22, 54, 35, 22, 66, 18, 100, 66, 81",2026-05-09,"Image pack, Image, Related searches",informational,Organic
gothic symbols copy paste,65,65,210,0,0.00,https://emojidb.org/aesthetic-goth-emojis,0,0,0.00,0,103,"35, 35, 22, 22, 54, 35, 22, 66, 18, 100, 66, 81",2026-05-09,"Image pack, Image, Related searches",informational,Organic
gothic symbols copy paste,81,81,210,0,0.00,https://emojidb.org/goth-symbol-emojis,0,0,0.00,0,103,"35, 35, 22, 22, 54, 35, 22, 66, 18, 100, 66, 81",2026-05-09,"Image pack, Image, Related searches",informational,Organic
gothic symbols copy paste,90,90,210,0,0.00,https://emojidb.org/gothic-symbols-emojis,0,0,0.00,0,103,"35, 35, 22, 22, 54, 35, 22, 66, 18, 100, 66, 81",2026-05-09,"Image pack, Image, Related searches",informational,Organic
symbol roses,21,21,110,0,0.10,https://emojidb.org/rose-emojis,0,0,0.00,0.01,199,"7, 0, 82, 12, 5, 5, 0, 82, 0, 0, 0, 100",2026-06-04,"Image pack, Video, Image, Popular products, Related searches","commercial, informational",Organic
ahegao emoji png,19,19,40,0,0.00,https://emojidb.org/ahegao-emojis,0,0,0.00,0.33,219000,"52, 52, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9",2026-05-01,"Image pack, Image",informational,Organic
ahegao emoji png,21,21,40,0,0.00,https://emojidb.org/ahegao-emojis,0,0,0.00,0.33,219000,"52, 52, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9",2026-05-01,"Image pack, Image",informational,Organic
ahegao emoji png,47,47,40,0,0.00,https://emojidb.org/ahegao-face-emojis,0,0,0.00,0.33,219000,"52, 52, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9",2026-05-01,"Image pack, Image",informational,Organic
ahegao emoji png,55,55,40,0,0.00,https://emojidb.org/ahegao-face-emojis,0,0,0.00,0.33,219000,"52, 52, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9",2026-05-01,"Image pack, Image",informational,Organic
hyunjin tumblr,32,32,50,0,0.00,https://emojidb.org/presentaciones-para-teams-emojis,0,0,0.00,0.33,797000,"80, 52, 33, 19, 19, 14, 14, 14, 14, 19, 9, 9",2026-05-02,"Video, Image","navigational, transactional",Organic
hitler ascii art,22,22,110,0,0.00,https://emojidb.org/hitler-ascii-art-emojis,0,0,0.00,0.33,45800,"52, 52, 33, 23, 52, 80, 52, 33, 52, 33, 52, 42",2026-06-03,,informational,Organic
hitler ascii art,34,34,110,0,0.00,https://emojidb.org/ascii-hitler-emojis,0,0,0.00,0.33,45800,"52, 52, 33, 23, 52, 80, 52, 33, 52, 33, 52, 42",2026-06-03,,informational,Organic
hitler ascii art,41,41,110,0,0.00,https://emojidb.org/ascii-hitler-emojis,0,0,0.00,0.33,45800,"52, 52, 33, 23, 52, 80, 52, 33, 52, 33, 52, 42",2026-06-03,,informational,Organic
hitler ascii art,51,51,110,0,0.00,https://emojidb.org/pixel-art-hitler-emojis,0,0,0.00,0.33,45800,"52, 52, 33, 23, 52, 80, 52, 33, 52, 33, 52, 42",2026-06-03,,informational,Organic
hitler ascii art,56,56,110,0,0.00,https://emojidb.org/hitler-emojis,0,0,0.00,0.33,45800,"52, 52, 33, 23, 52, 80, 52, 33, 52, 33, 52, 42",2026-06-03,,informational,Organic
hitler ascii art,60,60,110,0,0.00,https://emojidb.org/dick-emojis,0,0,0.00,0.33,45800,"52, 52, 33, 23, 52, 80, 52, 33, 52, 33, 52, 42",2026-06-03,,informational,Organic
hitler ascii art,63,63,110,0,0.00,https://emojidb.org/dick-emojis,0,0,0.00,0.33,45800,"52, 52, 33, 23, 52, 80, 52, 33, 52, 33, 52, 42",2026-06-03,,informational,Organic
hitler ascii art,67,67,110,0,0.00,https://emojidb.org/play-button-emojis,0,0,0.00,0.33,45800,"52, 52, 33, 23, 52, 80, 52, 33, 52, 33, 52, 42",2026-06-03,,informational,Organic
hitler ascii art,70,70,110,0,0.00,https://emojidb.org/dot-emojis,0,0,0.00,0.33,45800,"52, 52, 33, 23, 52, 80, 52, 33, 52, 33, 52, 42",2026-06-03,,informational,Organic
hitler ascii art,71,71,110,0,0.00,https://emojidb.org/bmw-emojis,0,0,0.00,0.33,45800,"52, 52, 33, 23, 52, 80, 52, 33, 52, 33, 52, 42",2026-06-03,,informational,Organic
i miss you 10000 times copy and paste,23,23,50,0,0.00,https://emojidb.org/10000-emojis,0,0,0.00,0.33,90,"81, 81, 100, 36, 27, 100, 27, 36, 18, 18, 18, 18",2026-05-12,"Image pack, Sitelinks, Video, Related searches",informational,Organic
i miss you 10000 times copy and paste,43,43,50,0,0.00,https://emojidb.org/text-i-love-you-10000-times-emojis,0,0,0.00,0.33,90,"81, 81, 100, 36, 27, 100, 27, 36, 18, 18, 18, 18",2026-05-12,"Image pack, Sitelinks, Video, Related searches",informational,Organic
rebus emoji generator,16,16,40,0,0.00,https://emojidb.org/rebus-emojis,0,0,0.00,0.33,5830,"52, 11, 23, 0, 11, 100, 11, 52, 0, 11, 0, 11",2026-04-30,"Image pack, Video, Related searches",informational,Organic
lip biye,33,33,110,0,0.00,https://emojidb.org/biting-lip-emojis,0,0,0.00,0.33,126,"0, 0, 0, 0, 0, 0, 100, 67, 0, 0, 1, 0",2026-05-28,"Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
meaning of god is greater than the highs and lows,76,76,50,0,0.00,https://emojidb.org/god-is-greater-than-the-highs-and-lows-emojis,0,0,0.00,0.23,153,"50, 50, 21, 50, 50, 50, 7, 50, 50, 35, 50, 28",2026-05-12,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
1000 dots,10,10,140,0,0.00,https://emojidb.org/1000-dots-emojis,0,0,0.00,0.33,178,"65, 80, 53, 53, 53, 65, 53, 53, 53, 65, 42, 53",2026-06-08,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",informational,Organic
what does wut mean in a text,53,53,50,0,0.00,https://emojidb.org/wut-emojis,0,0,0.00,0.33,125,"100, 100, 18, 18, 45, 36, 45, 45, 45, 45, 27, 18",2026-06-03,"Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
fourth of july chain text,16,16,90,0,0.00,https://emojidb.org/july-4th-emojis,0,0,0.00,0,51,"2, 2, 2, 2, 2, 3, 72, 2, 2, 2, 2, 2",2026-04-25,"Sitelinks, Video, People also ask, Related searches",informational,Organic
jjk texts,30,30,70,0,0.00,https://emojidb.org/jujutsu-kaisen-emojis,0,0,0.00,0.33,119,"41, 52, 52, 41, 41, 52, 52, 52, 29, 29, 41, 52",2026-06-07,"Video, Video Carousel, People also ask, Related searches",informational,Organic
what's the steering wheel called on a ship,51,51,140,0,0.00,https://emojidb.org/ship-steering-wheel-emojis,0,0,0.00,0,133,"2, 2, 2, 2, 2, 2, 2, 0, 100, 39, 0, 0",2026-05-29,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
victorian era symbols,39,39,90,0,0.00,https://emojidb.org/victorian-era-emojis,0,0,0.00,0.33,140,"11, 21, 2, 2, 11, 9, 9, 7, 9, 7, 11, 11",2026-06-09,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
tumblr aesthetic symbols,36,36,210,0,0.00,https://emojidb.org/aesthetic-symbols-emojis,0,0,0.00,0,87,"0, 1, 1, 1, 0, 0, 5, 2, 2, 3, 100, 1",2026-05-16,"Image pack, Related searches","navigational, transactional",Organic
stylist bio examples,70,70,70,0,0.00,https://emojidb.org/instagram-bio-emojis,0,0,0.00,0,9130000,"34, 42, 42, 53, 42, 26, 26, 26, 26, 26, 19, 15",2026-04-19,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
لوگو پژو,5,5,70,0,0.00,https://emojidb.org/%D8%A2%D8%B1%D9%85-%D9%BE%DA%98%D9%88-emojis,2,0,0.00,0.33,2400000,"100, 100, 100, 18, 100, 18, 18, 18, 18, 100, 18, 18",2026-04-19,"Image pack, Video, Image, Related searches",informational,Organic
emoji pun,6,6,90,0,0.00,https://emojidb.org/pun-emojis,3,0,0.00,0,8060000,"23, 28, 23, 35, 28, 23, 12, 17, 17, 23, 17, 17",2026-05-03,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
emoji pun,30,30,90,0,0.00,https://emojidb.org/pun-intended-emojis,0,0,0.00,0,8060000,"23, 28, 23, 35, 28, 23, 12, 17, 17, 23, 17, 17",2026-05-03,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
glyph snowman,40,40,50,0,0.00,https://emojidb.org/snowman-emojis,0,0,0.00,0.04,150,"9, 9, 9, 9, 9, 9, 9, 52, 14, 100, 14, 9",2026-06-07,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","commercial, informational",Organic
cute blooket names,35,35,70,0,0.00,https://emojidb.org/funny-names-for-blooket-emojis,0,0,0.00,0,75,"11, 11, 11, 64, 64, 11, 11, 11, 100, 64, 100, 64",2026-05-20,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
lovely shine,78,78,140,0,0.44,https://emojidb.org/love-shine-emojis,0,0,0.00,0.52,102000000,"34, 65, 26, 80, 80, 42, 26, 26, 53, 53, 100, 65",2026-04-24,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, AI overview","commercial, informational",Organic
tumblr the north face,39,39,110,0,0.00,https://emojidb.org/the-north-face-emojis,0,0,0.00,0.18,169,"64, 64, 64, 29, 41, 29, 52, 82, 100, 82, 64, 64",2026-06-01,"Sitelinks, People also ask","navigational, transactional",Organic
tumblr the north face,41,41,110,0,0.00,https://emojidb.org/the-north-face-emojis,0,0,0.00,0.18,169,"64, 64, 64, 29, 41, 29, 52, 82, 100, 82, 64, 64",2026-06-01,"Sitelinks, People also ask","navigational, transactional",Organic
cute text borders,18,18,140,0,0.00,https://emojidb.org/border-emojis,0,0,0.00,0.33,123,"7, 7, 5, 7, 8, 7, 7, 5, 7, 7, 7, 5",2026-06-01,"Image pack, Video, People also ask, Related searches",informational,Organic
cute text borders,19,19,140,0,0.00,https://emojidb.org/border-emojis,0,0,0.00,0.33,123,"7, 7, 5, 7, 8, 7, 7, 5, 7, 7, 7, 5",2026-06-01,"Image pack, Video, People also ask, Related searches",informational,Organic
cute text borders,39,39,140,0,0.00,https://emojidb.org/text-border-emojis,0,0,0.00,0.33,123,"7, 7, 5, 7, 8, 7, 7, 5, 7, 7, 7, 5",2026-06-01,"Image pack, Video, People also ask, Related searches",informational,Organic
cute text borders,63,63,140,0,0.00,https://emojidb.org/cute-border-emojis,0,0,0.00,0.33,123,"7, 7, 5, 7, 8, 7, 7, 5, 7, 7, 7, 5",2026-06-01,"Image pack, Video, People also ask, Related searches",informational,Organic
tumblr simbolos,9,9,90,0,0.00,https://emojidb.org/tumblr-symbols-emojis,0,0,0.00,0,11700000,"26, 19, 42, 65, 7, 26, 65, 42, 19, 42, 26, 53",2026-05-04,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
tumblr simbolos,21,21,90,0,0.00,https://emojidb.org/tumblr-girl-emojis,0,0,0.00,0,11700000,"26, 19, 42, 65, 7, 26, 65, 42, 19, 42, 26, 53",2026-05-04,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
tumblr simbolos,76,76,90,0,0.00,https://emojidb.org/coquette-emojis,0,0,0.00,0,11700000,"26, 19, 42, 65, 7, 26, 65, 42, 19, 42, 26, 53",2026-05-04,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
tumblr simbolos,86,86,90,0,0.00,https://emojidb.org/tumblr-bio-emojis,0,0,0.00,0,11700000,"26, 19, 42, 65, 7, 26, 65, 42, 19, 42, 26, 53",2026-05-04,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
tumblr simbolos,94,94,90,0,0.00,https://emojidb.org/presentaciones-para-teams-emojis,0,0,0.00,0,11700000,"26, 19, 42, 65, 7, 26, 65, 42, 19, 42, 26, 53",2026-05-04,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
creamersticks met logo,56,56,40,0,0.00,https://emojidb.org/creamer-emojis,0,0,0.00,0,179,"63, 63, 45, 45, 36, 36, 36, 27, 36, 0, 0, 0",2026-06-10,"Sitelinks, Video, Related searches",informational,Organic
emoticones tips.com,28,28,140,0,0.00,https://emojidb.org/tip-emojis,0,0,0.00,0,650000,"0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 59, 100",2026-04-22,"Image pack, Video, Image","informational, navigational",Organic
tumblr copy and paste symbols,8,8,70,0,0.00,https://emojidb.org/tumblr-emojis,0,0,0.00,0,120,"81, 63, 63, 36, 100, 45, 45, 63, 63, 81, 81, 100",2026-05-23,Related searches,"navigational, transactional",Organic
tumblr copy and paste symbols,38,38,70,0,0.00,https://emojidb.org/tumblr-symbols-emojis,0,0,0.00,0,120,"81, 63, 63, 36, 100, 45, 45, 63, 63, 81, 81, 100",2026-05-23,Related searches,"navigational, transactional",Organic
tumblr copy and paste symbols,68,68,70,0,0.00,https://emojidb.org/tumblr-bio-emojis,0,0,0.00,0,120,"81, 63, 63, 36, 100, 45, 45, 63, 63, 81, 81, 100",2026-05-23,Related searches,"navigational, transactional",Organic
tumblr copy and paste symbols,72,72,70,0,0.00,https://emojidb.org/tumblr-bio-emojis,0,0,0.00,0,120,"81, 63, 63, 36, 100, 45, 45, 63, 63, 81, 81, 100",2026-05-23,Related searches,"navigational, transactional",Organic
tumblr copy and paste symbols,79,79,70,0,0.00,https://emojidb.org/aesthetic-symbols-emojis,0,0,0.00,0,120,"81, 63, 63, 36, 100, 45, 45, 63, 63, 81, 81, 100",2026-05-23,Related searches,"navigational, transactional",Organic
tumblr copy and paste symbols,83,83,70,0,0.00,https://emojidb.org/aesthetic-symbols-emojis,0,0,0.00,0,120,"81, 63, 63, 36, 100, 45, 45, 63, 63, 81, 81, 100",2026-05-23,Related searches,"navigational, transactional",Organic
tumblr copy and paste symbols,87,87,70,0,0.00,https://emojidb.org/symbols-emojis,0,0,0.00,0,120,"81, 63, 63, 36, 100, 45, 45, 63, 63, 81, 81, 100",2026-05-23,Related searches,"navigational, transactional",Organic
tumblr copy and paste symbols,90,90,70,0,0.00,https://emojidb.org/cute-symbols-emojis,0,0,0.00,0,120,"81, 63, 63, 36, 100, 45, 45, 63, 63, 81, 81, 100",2026-05-23,Related searches,"navigational, transactional",Organic
tumblr copy and paste symbols,92,92,70,0,0.00,https://emojidb.org/cute-symbols-emojis,0,0,0.00,0,120,"81, 63, 63, 36, 100, 45, 45, 63, 63, 81, 81, 100",2026-05-23,Related searches,"navigational, transactional",Organic
فیلم کیرکوس,60,60,70,0,0.00,https://emojidb.org/%D8%B3%DA%A9%D8%B3-%DA%A9%DB%8C%D8%B1-%DA%A9%D9%88%D8%B3-%D9%BE%D9%88%D8%B4%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-emojis,0,0,0.00,0,517000,"28, 34, 28, 28, 43, 21, 28, 21, 21, 21, 15, 12",2026-04-21,,informational,Organic
love symbol in egyptian,51,51,170,0,0.00,https://emojidb.org/egypt-emojis,0,0,0.00,0.03,109,"19, 23, 9, 15, 29, 44, 19, 15, 29, 23, 36, 36",2026-05-18,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
the current phase of the moon emoji,26,26,110,0,0.00,https://emojidb.org/current-phase-moon-emojis,0,0,0.00,0.33,137,"9, 80, 9, 9, 9, 9, 100, 80, 66, 80, 52, 80",2026-06-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
the current phase of the moon emoji,62,62,110,0,0.00,https://emojidb.org/moon-phases-emojis,0,0,0.00,0.33,137,"9, 80, 9, 9, 9, 9, 100, 80, 66, 80, 52, 80",2026-06-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
the current phase of the moon emoji,75,75,110,0,0.00,https://emojidb.org/todays-current-moon-phase-emojis,0,0,0.00,0.33,137,"9, 80, 9, 9, 9, 9, 100, 80, 66, 80, 52, 80",2026-06-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
the current phase of the moon emoji,85,85,110,0,0.00,https://emojidb.org/current-moon-phase-emojis,0,0,0.00,0.33,137,"9, 80, 9, 9, 9, 9, 100, 80, 66, 80, 52, 80",2026-06-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
the current phase of the moon emoji,96,96,110,0,0.00,https://emojidb.org/moon-phase-emojis,0,0,0.00,0.33,137,"9, 80, 9, 9, 9, 9, 100, 80, 66, 80, 52, 80",2026-06-05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
japanese emoticon crying,5,5,140,0,0.00,https://emojidb.org/happy-crying-kaomoji-emojis,6,0,0.00,0,88,"42, 53, 65, 53, 100, 65, 65, 34, 42, 34, 15, 19",2026-05-02,"Video, Image, Related searches",informational,Organic
japanese emoticon crying,20,20,140,0,0.00,https://emojidb.org/crying-emojis,0,0,0.00,0,88,"42, 53, 65, 53, 100, 65, 65, 34, 42, 34, 15, 19",2026-05-02,"Video, Image, Related searches",informational,Organic
kırmızı renk kodu,32,32,50,0,0.00,https://emojidb.org/cpm-emojis,0,0,0.00,0.33,18100000,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 100",2026-04-22,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
drunk reindeer cocktail,80,80,40,0,0.00,https://emojidb.org/,0,0,0.00,0.33,231000,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 10, 19",2026-04-25,"Image pack, Sitelinks, Video, Image, Video Carousel, Recipes, Related searches, AI overview",informational,Organic
journaling symbols,31,31,50,0,0.00,https://emojidb.org/journal-emojis,0,0,0.00,0.09,3320000,"64, 11, 11, 64, 17, 11, 41, 11, 41, 52, 41, 52",2026-05-12,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
god is greater than the highs and the lows meaning,67,67,50,0,0.00,https://emojidb.org/god-is-greater-than-the-highs-and-lows-emojis,0,0,0.00,0.23,73500000,"63, 63, 27, 63, 63, 63, 9, 63, 63, 45, 63, 36",2026-05-12,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
xchut.com,19,19,590,0,1.51,https://emojidb.org/xchut-emojis,1,0,1.00,0.06,8090,"3, 3, 3, 3, 3, 2, 3, 3, 100, 0, 10, 0",2026-05-31,,navigational,Organic
text borders copy and paste,9,9,140,0,0.00,https://emojidb.org/border-emojis,3,0,0.00,0,124,"66, 66, 66, 80, 80, 52, 42, 52, 52, 80, 100, 66",2026-05-18,Related searches,informational,Organic
text borders copy and paste,32,32,140,0,0.00,https://emojidb.org/text-border-emojis,0,0,0.00,0,124,"66, 66, 66, 80, 80, 52, 42, 52, 52, 80, 100, 66",2026-05-18,Related searches,informational,Organic
